ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
179,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,02 ODOKOMAC P. SCHOOL,777,5,7,7,1,216,1,5,294,536,27,563
180,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,03 AYOM JERI P. SCHOOL,667,10,10,8,3,122,3,2,199,357,78,435
181,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,04 ABULI MARKET,829,12,10,12,5,179,4,5,249,476,22,498
182,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,05 OMUKOWIE T.C,329,1,3,5,0,107,0,3,80,199,30,229
183,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,06 KONA ANGWEN,358,4,5,6,1,71,0,1,121,209,19,228
184,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,07 ALWANG B T.C,296,6,3,4,3,68,2,2,127,215,7,222
185,001 APAC,003 MARUZI COUNTY,002 APAC,010 ATANA,08 ADWONGORETE MARKET,508,6,9,6,1,89,2,1,177,291,39,330
186,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,01 ADAG-AYELA,811,15,12,12,5,284,1,3,172,504,24,528
187,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,02 OMER P.7 SCHOOL,676,7,6,7,2,191,1,3,185,402,45,447
188,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,03 WITIM,792,20,13,16,5,148,0,5,294,501,25,526
189,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,04 ACANDYANG CENTRE,689,9,5,14,6,184,3,8,214,443,34,477
190,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,05 ATAR P.7 SCHOOL,663,8,9,13,5,139,0,2,171,347,45,392
191,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,06 AKWALKWALA TRADING CENTER,439,12,7,9,2,139,2,6,118,295,14,309
192,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,07 LANGO CENTER,312,2,4,4,0,95,1,4,90,200,12,212
193,001 APAC,003 MARUZI COUNTY,002 APAC,011 ABEDI,08 IBALIKOMA TC,596,3,0,6,3,221,0,1,136,370,21,391
194,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,01 AGULU MARKET A,647,2,2,7,1,172,0,2,248,434,34,468
195,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,02 AGULU MARKET B,502,3,3,4,2,201,1,3,150,367,14,381
196,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,03 APAC MODEL P.7 A,628,6,6,6,2,208,0,5,169,402,7,409
197,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,04 ATIK,466,5,2,3,2,173,1,4,147,337,18,355
198,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,05 NIGHTIANGALE SCHOOL,645,7,3,3,1,220,2,3,180,419,20,439
199,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,012 EASTERN WARD,06 APAC MODEL P.7 B,465,0,1,1,0,199,0,0,99,300,14,314
200,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,01 AROCHA P.7 SCHOOL A,707,9,7,10,0,218,1,3,211,459,22,481
201,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,02 APAC P.7 SCHOOL,660,1,3,7,0,227,2,3,175,418,11,429
202,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,03 TEMOGO A,556,1,3,0,1,210,2,1,149,367,6,373
203,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,04 TEMOGO B,247,0,1,1,0,94,0,0,69,165,7,172
204,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,05 BARODONG,559,1,1,6,2,226,0,4,128,368,12,380
205,001 APAC,003 MARUZI COUNTY,003 APAC TOWN COUNCIL,013 WESTERN WARD,06 AROCHA P.7 SCHOOL B,238,3,1,4,0,71,0,0,89,168,4,172
206,001 APAC,003 MARUZI COUNTY,004 CHEGERE,014 KIDILANI,01 KIDILANI P.7 SCHOOL,808,10,7,10,3,174,3,2,320,529,27,556
207,001 APAC,003 MARUZI COUNTY,004 CHEGERE,014 KIDILANI,02 ADIR P.7 SCHOOL,665,5,3,5,1,172,2,0,251,439,27,466
208,001 APAC,003 MARUZI COUNTY,004 CHEGERE,014 KIDILANI,03 ABEDI P.7 SCHOOL,694,6,5,14,2,188,1,0,214,430,31,461
209,001 APAC,003 MARUZI COUNTY,004 CHEGERE,015 CHEGERE,01 ADYEGI-IBANA,570,5,5,5,3,159,2,1,224,404,5,409
210,001 APAC,003 MARUZI COUNTY,004 CHEGERE,015 CHEGERE,02 CHEGERE P.7 SCHOOL,606,4,6,3,1,156,0,0,191,361,20,381
211,001 APAC,003 MARUZI COUNTY,004 CHEGERE,015 CHEGERE,03 ABUTABER P.7 SCHOOL,776,14,7,10,0,272,3,1,229,536,12,548
212,001 APAC,003 MARUZI COUNTY,004 CHEGERE,015 CHEGERE,04 ANGEKI BOREHOLE,325,4,3,4,0,107,3,1,123,245,8,253
213,001 APAC,003 MARUZI COUNTY,004 CHEGERE,016 ATIGOLWOK,01 CHEGERE ANNEX P7 SCHOOL,772,7,8,7,2,120,2,0,373,519,11,530
214,001 APAC,003 MARUZI COUNTY,004 CHEGERE,016 ATIGOLWOK,03 CHEGERE S.S.,894,13,11,7,2,224,1,3,323,584,35,619
215,001 APAC,003 MARUZI COUNTY,004 CHEGERE,017 BARODILO,01 BARODILO P.7 SCHOOL,481,5,5,6,1,63,0,1,220,301,30,331
216,001 APAC,003 MARUZI COUNTY,004 CHEGERE,017 BARODILO,02 AJO-ODUR,392,2,4,6,1,28,0,4,247,292,14,306
217,001 APAC,003 MARUZI COUNTY,004 CHEGERE,017 BARODILO,03 ACOK BOREHOLE,493,4,3,5,0,36,1,5,291,345,0,345
218,001 APAC,003 MARUZI COUNTY,004 CHEGERE,018 TEBOKE,01 TEBOKE P.7 SCHOOL,482,1,2,4,1,122,0,0,200,330,21,351
219,001 APAC,003 MARUZI COUNTY,004 CHEGERE,018 TEBOKE,02 ABOLO P7,685,9,1,10,1,192,4,3,238,458,27,485
220,001 APAC,003 MARUZI COUNTY,004 CHEGERE,018 TEBOKE,03 OKWELE MEMORIAL NURSERY& PRI SCH,492,0,2,3,2,170,0,0,152,329,20,349
221,001 APAC,003 MARUZI COUNTY,004 CHEGERE,026 ILEE,01 ILEE ANNEX PRIMARY SCHOOL,512,5,1,5,0,66,0,3,315,395,17,412
222,001 APAC,003 MARUZI COUNTY,004 CHEGERE,026 ILEE,02 ILEE P 7 SCHOOL,724,4,7,5,2,120,0,3,334,475,38,513
223,001 APAC,003 MARUZI COUNTY,004 CHEGERE,028 ADEM,01 ADEM P.7 SCHOOL,654,9,12,5,4,184,0,4,223,441,25,466
224,001 APAC,003 MARUZI COUNTY,004 CHEGERE,028 ADEM,02 ATEK ST ANDREW,760,9,5,8,2,239,5,1,213,482,24,506
225,001 APAC,003 MARUZI COUNTY,004 CHEGERE,029 AGONG,01 AGONG TRADING CENTRE,563,6,3,8,3,158,3,2,174,357,34,391
226,001 APAC,003 MARUZI COUNTY,004 CHEGERE,029 AGONG,02 ADWONGMOM,363,5,0,5,0,96,0,0,153,259,12,271
227,001 APAC,003 MARUZI COUNTY,004 CHEGERE,030 OLOLANGO,01 OKUTAGWE P.7 SCHOOL,384,5,6,17,0,84,2,2,147,263,14,277
228,001 APAC,003 MARUZI COUNTY,004 CHEGERE,030 OLOLANGO,02 OLOLANGO P.7. SCHOOL,687,11,9,14,3,176,2,5,221,441,19,460
229,001 APAC,003 MARUZI COUNTY,004 CHEGERE,030 OLOLANGO,03 DOLOWELO NUSERY SCHOOL,352,0,3,5,0,61,1,0,200,270,12,282
230,001 APAC,003 MARUZI COUNTY,004 CHEGERE,031 ONGICA,01 AJALIA MARKET,393,4,7,3,0,86,1,1,159,261,20,281
231,001 APAC,003 MARUZI COUNTY,004 CHEGERE,031 ONGICA,02 ATIGOLWOK P.7 SCHOOL,664,4,6,6,1,99,2,2,347,467,15,482
232,001 APAC,003 MARUZI COUNTY,004 CHEGERE,031 ONGICA,03 ONGICA P.7 SCHOO,528,3,7,9,0,119,2,3,186,329,23,352
233,001 APAC,003 MARUZI COUNTY,005 IBUJE,019 AGANGA,01 ALWALA,653,10,4,8,3,269,2,2,146,444,23,467
234,001 APAC,003 MARUZI COUNTY,005 IBUJE,019 AGANGA,02 AGANGA COMMUNITY CENTRE,481,4,5,4,2,100,0,0,227,342,19,361
235,001 APAC,003 MARUZI COUNTY,005 IBUJE,019 AGANGA,03 WAITUMBA MARKET,365,5,3,2,1,113,0,0,143,267,7,274
236,001 APAC,003 MARUZI COUNTY,005 IBUJE,019 AGANGA,04 IGOTI,695,7,3,5,0,233,2,0,237,487,25,512
237,001 APAC,003 MARUZI COUNTY,005 IBUJE,020 TAROGALI,01 CHAKALI P.7 SCHOOL A,576,3,3,14,0,132,1,1,258,412,12,424
238,001 APAC,003 MARUZI COUNTY,005 IBUJE,020 TAROGALI,02 ALENGA P.7 SCHOOL,843,10,6,8,3,174,3,6,359,569,6,575
239,001 APAC,003 MARUZI COUNTY,005 IBUJE,020 TAROGALI,03 TAROGALI P.7 SCHOOL,824,5,5,11,0,247,1,0,312,581,27,608
240,001 APAC,003 MARUZI COUNTY,005 IBUJE,020 TAROGALI,04 CHAKALI P.7 SCHOOL B,432,3,2,2,0,74,1,1,172,255,10,265
241,001 APAC,003 MARUZI COUNTY,005 IBUJE,021 AKETO,01 OMULU AKERE OJAA,601,1,2,1,0,96,0,0,354,454,14,468
242,001 APAC,003 MARUZI COUNTY,005 IBUJE,021 AKETO,02 BOKE P.7 SCHOOL,376,2,2,1,2,78,1,0,177,263,8,271
243,001 APAC,003 MARUZI COUNTY,005 IBUJE,021 AKETO,03 GINNERY,561,1,3,2,1,87,2,1,327,424,9,433
244,001 APAC,003 MARUZI COUNTY,005 IBUJE,021 AKETO,04 OJAA,493,5,6,8,2,107,3,5,221,357,30,387
245,001 APAC,003 MARUZI COUNTY,005 IBUJE,021 AKETO,05 PIDA,570,3,0,3,0,112,0,1,302,421,12,433
246,001 APAC,003 MARUZI COUNTY,005 IBUJE,022 AMII,01 IBUJE S.S,520,5,1,2,0,106,0,1,271,386,11,397
247,001 APAC,003 MARUZI COUNTY,005 IBUJE,022 AMII,02 ALADO AID POST,753,9,12,12,2,179,4,2,290,510,19,529
248,001 APAC,003 MARUZI COUNTY,005 IBUJE,022 AMII,03 IBUJE SUB COUNTY HQTRS,582,0,5,6,0,151,0,3,357,522,24,546
249,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,01 ALEK-OLIL P.7 SCHOOL,894,9,9,13,4,199,9,4,351,598,44,642
250,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,02 APELE P.7 SCHOOL,802,5,6,7,2,233,2,4,262,521,0,521
251,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,03 ALWOROCENG P.7 SCHOOL,497,6,2,3,2,123,2,4,154,296,20,316
252,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,04 AJODYEK TRADING CENTER,370,4,0,5,1,130,2,0,128,270,19,289
253,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,05 AMIA MOLA TRADING CENTER,411,1,0,2,1,123,0,2,164,293,11,304
254,001 APAC,003 MARUZI COUNTY,005 IBUJE,023 ALWOROCENG,06 OBALIA CHAPEL,343,7,2,5,0,97,1,0,173,285,6,291
255,001 APAC,003 MARUZI COUNTY,005 IBUJE,025 AMILO,01 APALAMIO,398,10,5,11,3,130,1,2,123,285,34,319
256,001 APAC,003 MARUZI COUNTY,005 IBUJE,025 AMILO,02 TEITEK TRADING CENTER,632,2,9,9,4,155,1,0,273,453,16,469
257,001 APAC,003 MARUZI COUNTY,005 IBUJE,025 AMILO,03 AMILO P7 SCHOOL,661,5,2,8,0,166,4,0,221,406,21,427
258,001 APAC,003 MARUZI COUNTY,005 IBUJE,025 AMILO,04 AMOCAL P.7 SCHOOL,649,2,3,10,3,267,1,1,177,464,37,501
259,001 APAC,003 MARUZI COUNTY,005 IBUJE,025 AMILO,05 AMII CENTER,532,5,2,2,1,170,1,1,207,389,24,413
260,002 ARUA,007 AYIVU COUNTY,001 ADUMI,001 ANYARA,03 KIGO TRADING CENTRE,850,17,15,26,5,74,5,5,345,492,54,546
261,002 ARUA,007 AYIVU COUNTY,001 ADUMI,001 ANYARA,04 ADUMI SECONDRARY SCHOOL,244,3,4,6,2,25,1,3,91,135,29,164
262,002 ARUA,007 AYIVU COUNTY,001 ADUMI,001 ANYARA,05 COPE CENTRE PRIMARY SCHOOL,722,6,7,16,6,43,3,7,325,413,68,481
263,002 ARUA,007 AYIVU COUNTY,001 ADUMI,002 KATI,01 OZU PRIMARY SCHOOL (A-D),473,0,5,13,1,72,2,1,182,276,25,301
264,002 ARUA,007 AYIVU COUNTY,001 ADUMI,002 KATI,04 KOVA PRIMARY SCHOOL,574,4,10,13,4,78,0,3,195,307,19,326
265,002 ARUA,007 AYIVU COUNTY,001 ADUMI,002 KATI,05 OZU PRIMARY SCHOOL (E-Z),506,5,5,10,1,65,3,1,185,275,41,316
266,002 ARUA,007 AYIVU COUNTY,001 ADUMI,002 KATI,06 OUKO MARKERT,770,2,9,12,7,126,1,4,208,369,44,413
267,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,01 LIA TRADING CENTRE (A-D),620,5,4,13,3,60,3,2,255,345,24,369
268,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,02 EKU PRIMARY SCHOOL (A-D),408,6,2,5,3,38,1,1,147,203,42,245
269,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,03 OLEDRI CENTRE,559,7,6,11,5,25,1,1,273,329,25,354
270,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,04 EKU PRIMARY SCHOOL (E-Z),515,8,5,12,1,36,4,2,199,267,35,302
271,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,05 YETEMAYE PRIMARY SCHOOL,455,13,1,9,3,25,2,4,173,230,37,267
272,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,06 LIA TRADING CENTRE (E-Z),694,6,5,11,2,56,0,4,247,331,82,413
273,002 ARUA,007 AYIVU COUNTY,001 ADUMI,005 MITE,07 OJE PRIMARY SCHOOL,212,0,1,8,0,32,1,0,97,139,15,154
274,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,01 NYIO PRIMARY SCHOOL (A-D),505,3,5,17,0,64,0,0,226,315,20,335
275,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,02 ARIPEZU PRIMARY SCHOOL (A-D),444,11,3,15,0,39,1,2,201,272,36,308
276,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,04 ONIVU CHURCH OF UGANDA,472,10,7,17,1,41,0,0,201,277,15,292
277,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,05 NYIO PRIMARY SCHOOL (E-Z),618,3,4,24,0,57,1,2,282,373,19,392
278,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,06 EWANYAPA MARKET,621,1,6,23,0,43,1,0,342,416,17,433
279,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,07 DRICILI PRIMARY SCHOOL,808,5,7,29,3,121,1,2,303,471,58,529
280,002 ARUA,007 AYIVU COUNTY,001 ADUMI,006 NYIOVURA,08 ARIPEZU PRIMARY SCHOOL (E-Z),459,10,3,11,8,27,1,4,230,294,23,317
281,002 ARUA,007 AYIVU COUNTY,001 ADUMI,007 OMBACHI,01 OPEBAKU CHURCH,214,0,5,3,0,26,1,2,133,170,2,172
282,002 ARUA,007 AYIVU COUNTY,001 ADUMI,007 OMBACHI,02 ORIA TRADING CENTRE (A-D),568,5,6,16,2,73,2,3,273,380,38,418
283,002 ARUA,007 AYIVU COUNTY,001 ADUMI,007 OMBACHI,04 ENDRU PRIMARY SCHOOL,826,4,9,4,3,54,6,5,444,529,43,572
284,002 ARUA,007 AYIVU COUNTY,001 ADUMI,007 OMBACHI,05 ORIA TRADING CENTRE (E-Z),603,7,10,21,3,77,2,3,286,409,34,443
285,002 ARUA,007 AYIVU COUNTY,001 ADUMI,007 OMBACHI,06 ADUMI SUB-COUNTY HQTRS,610,3,7,0,0,38,0,1,340,389,51,440
286,002 ARUA,007 AYIVU COUNTY,002 AROI,008 ALIBA,01 ONYIWERE C.O.U,875,4,11,7,6,108,3,2,252,393,34,427
287,002 ARUA,007 AYIVU COUNTY,002 AROI,008 ALIBA,02 RAKAI T/C,170,0,2,0,0,21,0,0,43,66,10,76
288,002 ARUA,007 AYIVU COUNTY,002 AROI,008 ALIBA,03 EKARAKATE CATHOLIC CHURCH,577,12,11,7,3,82,1,0,133,249,54,303
289,002 ARUA,007 AYIVU COUNTY,002 AROI,009 ALIVU,01 ALARAVA CHURCH OF UGANDA (A-D),462,4,1,3,1,122,0,1,109,241,36,277
290,002 ARUA,007 AYIVU COUNTY,002 AROI,009 ALIVU,02 DRIWALA CHURCH OF UGANDA,420,5,8,2,1,171,0,0,84,271,9,280
291,002 ARUA,007 AYIVU COUNTY,002 AROI,009 ALIVU,03 AROI CATHOLIC CHURCH,507,3,8,2,1,88,4,3,165,274,22,296
292,002 ARUA,007 AYIVU COUNTY,002 AROI,009 ALIVU,04 ALARAVA CHURCH OF UGANDA (E-Z),466,3,5,5,2,89,1,2,108,215,20,235
293,002 ARUA,007 AYIVU COUNTY,002 AROI,010 BURA,01 ARICENI TRADING CENTRE (A-D),437,6,5,2,1,55,2,0,153,224,24,248
294,002 ARUA,007 AYIVU COUNTY,002 AROI,010 BURA,02 MICU P/SCHOOL,758,6,8,1,3,142,3,2,210,375,58,433
295,002 ARUA,007 AYIVU COUNTY,002 AROI,010 BURA,03 ANGUNIZI CATHOLIC CHURCH,543,3,11,1,2,99,3,2,166,287,29,316
296,002 ARUA,007 AYIVU COUNTY,002 AROI,010 BURA,04 ARICENI TRADING CENTRE (E-Z),483,3,4,5,0,52,0,4,184,252,38,290
297,002 ARUA,007 AYIVU COUNTY,002 AROI,014 MICU,01 OMBADEREKU P.7 SCHOOL,757,9,8,3,3,85,2,1,212,323,68,391
298,002 ARUA,007 AYIVU COUNTY,002 AROI,014 MICU,02 AJIRIKOLI TRADING CENTRE,707,8,6,10,3,102,2,3,182,316,15,331
299,002 ARUA,007 AYIVU COUNTY,002 AROI,014 MICU,03 DRISI CHAPEL,506,7,14,6,3,86,1,3,153,273,19,292
300,002 ARUA,007 AYIVU COUNTY,002 AROI,014 MICU,04 ONEZU CATHOLIC CHURCH,423,5,3,5,0,75,3,2,106,199,53,252
301,002 ARUA,007 AYIVU COUNTY,002 AROI,037 ROBU,01 EBIA T/C,608,6,10,3,1,114,2,4,146,286,57,343
302,002 ARUA,007 AYIVU COUNTY,002 AROI,037 ROBU,03 ALIBA P/SCHOOL,403,1,6,1,2,78,2,1,110,201,33,234
303,002 ARUA,007 AYIVU COUNTY,002 AROI,037 ROBU,04 AJARA CHURCH OF UGANDA,752,4,7,1,2,144,2,2,123,285,147,432
304,002 ARUA,007 AYIVU COUNTY,002 AROI,038 KAMULE,01 RUDO CHAPEL (A-D),460,2,6,14,2,98,0,1,126,249,19,268
305,002 ARUA,007 AYIVU COUNTY,002 AROI,038 KAMULE,03 RUDO CHAPEL (E-Z),460,2,3,4,2,114,2,0,129,256,22,278
306,002 ARUA,007 AYIVU COUNTY,002 AROI,038 KAMULE,04 ABIRICENDUKU CENTRE,493,7,3,6,1,75,1,2,183,278,38,316
307,002 ARUA,007 AYIVU COUNTY,003 OLUKO,019 NYIO,04 AYAVUNI,877,6,12,13,2,174,3,4,311,525,50,575
308,002 ARUA,007 AYIVU COUNTY,003 OLUKO,019 NYIO,05 OKOMBOLIRUKU MKT,670,5,9,1,3,163,2,1,213,397,31,428
309,002 ARUA,007 AYIVU COUNTY,003 OLUKO,019 NYIO,06 MUNI PRIMARY SCHOOL,428,0,2,4,4,93,0,1,142,246,20,266
310,002 ARUA,007 AYIVU COUNTY,003 OLUKO,020 WANDI,03 WANDI C.O.U,558,5,4,6,1,114,4,2,201,337,35,372
311,002 ARUA,007 AYIVU COUNTY,003 OLUKO,020 WANDI,04 ALUA PRIMARY SCHOOL,812,6,8,8,3,198,0,0,233,456,38,494
312,002 ARUA,007 AYIVU COUNTY,003 OLUKO,021 OMBOKORO,02 OKUAMBO MARKET,543,6,8,5,2,160,6,4,120,311,26,337
313,002 ARUA,007 AYIVU COUNTY,003 OLUKO,021 OMBOKORO,03 OMBOKORO P.7 SCHOOL,547,7,3,4,4,136,2,0,164,320,36,356
314,002 ARUA,007 AYIVU COUNTY,003 OLUKO,021 OMBOKORO,04 OLUKO SUB COUNTY HQTRS,767,5,4,10,4,160,2,2,217,404,81,485
315,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,01 AWINDRI MARKET (A-D),727,3,8,3,0,175,0,1,129,319,28,347
316,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,02 ONZIVU MARKET,618,3,6,1,1,185,1,1,107,305,13,318
317,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,03 AYIBIRI VILLAGE,553,1,6,7,1,148,1,3,89,256,33,289
318,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,04 RAGEM PRIMARY SCHOOL (A-C),539,1,9,0,0,155,1,2,122,290,26,316
319,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,05 ASAVA CHAPEL,512,4,3,4,0,188,1,0,80,280,26,306
320,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,06 AWINDRI MARKET (E-Z),809,1,11,0,0,223,1,1,132,369,14,383
321,002 ARUA,007 AYIVU COUNTY,003 OLUKO,022 ONZIVU,07 RAGEM PRIMARY SCHOOL (D-Z),615,0,7,0,0,188,1,0,117,313,45,358
322,002 ARUA,007 AYIVU COUNTY,003 OLUKO,023 YABIAVOKO,01 RIKI HEALTH CENTRE (A-C),536,5,12,11,3,81,5,1,173,291,79,370
323,002 ARUA,007 AYIVU COUNTY,003 OLUKO,023 YABIAVOKO,04 RIKI HEALTH CENTRE (D-Z),532,3,11,13,3,69,3,0,193,295,59,354
324,002 ARUA,007 AYIVU COUNTY,003 OLUKO,023 YABIAVOKO,05 ANIA PRIMARY SCHOOL,395,3,8,6,3,49,0,0,173,242,34,276
325,002 ARUA,007 AYIVU COUNTY,003 OLUKO,023 YABIAVOKO,06 WHITE TRADING CENTRE,456,1,3,2,0,99,0,1,130,236,93,329
326,002 ARUA,007 AYIVU COUNTY,003 OLUKO,041 BUNYU,03 ABIRICAKU CHURCH OF UGANDA,593,1,7,3,2,184,2,1,155,355,26,381
327,002 ARUA,007 AYIVU COUNTY,003 OLUKO,041 BUNYU,04 OKAIVA T/C,633,2,9,10,2,166,2,5,195,391,17,408
328,002 ARUA,007 AYIVU COUNTY,003 OLUKO,042 TURU,01 OLUKO CENTRE,843,6,10,5,10,250,5,5,181,472,45,517
329,002 ARUA,007 AYIVU COUNTY,003 OLUKO,042 TURU,02 ANIKPALA MARKET,583,11,12,14,2,87,2,4,211,343,36,379
330,002 ARUA,007 AYIVU COUNTY,003 OLUKO,048 ANIPI,02 NYAI TRADING CENTRE,543,7,9,14,6,79,2,3,211,331,81,412
331,002 ARUA,007 AYIVU COUNTY,003 OLUKO,048 ANIPI,03 RIKI PRIMARY SCHOOL,772,15,20,11,4,129,2,3,194,378,53,431
332,002 ARUA,007 AYIVU COUNTY,003 OLUKO,049 AMBEKO,01 PANGAWA C/U COMPOUND,422,0,7,9,1,118,0,3,82,220,51,271
333,002 ARUA,007 AYIVU COUNTY,003 OLUKO,049 AMBEKO,02 ETIWA CENTRE,666,4,8,10,3,177,2,6,198,408,45,453
334,002 ARUA,007 AYIVU COUNTY,004 PAJULU,026 ADALAFU,05 ADALAFU CHAPEL,740,3,9,4,1,216,1,0,123,357,33,390
335,002 ARUA,007 AYIVU COUNTY,004 PAJULU,026 ADALAFU,06 ONIALEKU CHURCH,649,1,4,6,3,154,2,2,138,310,16,326
336,002 ARUA,007 AYIVU COUNTY,004 PAJULU,026 ADALAFU,07 AYIVU COUNTY,791,5,12,34,3,133,0,3,275,465,49,514
337,002 ARUA,007 AYIVU COUNTY,004 PAJULU,026 ADALAFU,08 ONDUPARAKA PRIMARY SCHOOL,236,3,5,2,0,52,0,0,97,159,12,171
338,002 ARUA,007 AYIVU COUNTY,004 PAJULU,026 ADALAFU,09 ATEZEKUA TRADING CENTRE,503,4,7,9,1,91,0,1,185,298,42,340
339,002 ARUA,007 AYIVU COUNTY,004 PAJULU,027 DRIWALA,01 BAT TRADING CENTRE (A-D),714,1,9,3,2,200,0,3,154,372,22,394
340,002 ARUA,007 AYIVU COUNTY,004 PAJULU,027 DRIWALA,02 BAT TRADING CENTRE (E-Z),676,4,9,3,0,189,3,2,121,331,42,373
341,002 ARUA,007 AYIVU COUNTY,004 PAJULU,027 DRIWALA,03 DRIWALA PRIMARY SCHOOL,726,10,11,17,3,149,3,0,244,437,47,484
342,002 ARUA,007 AYIVU COUNTY,004 PAJULU,027 DRIWALA,04 JIAKO CHAPEL UNDER MANGO TREE,593,5,7,6,2,137,1,0,183,341,83,424
343,002 ARUA,007 AYIVU COUNTY,004 PAJULU,028 ETORI,01 ETORI PRIMARY SCHOOL,899,2,9,7,2,144,3,3,409,579,23,602
344,002 ARUA,007 AYIVU COUNTY,004 PAJULU,028 ETORI,02 EKARAKAFE C.O.U,890,5,4,8,3,80,2,0,340,442,43,485
345,002 ARUA,007 AYIVU COUNTY,004 PAJULU,028 ETORI,03 ANZISIN CHAPEL,749,10,8,21,2,52,2,4,349,448,48,496
346,002 ARUA,007 AYIVU COUNTY,004 PAJULU,029 ALIVU,02 MARACHA TRADING CENTRE,637,2,7,2,2,187,1,1,145,347,41,388
347,002 ARUA,007 AYIVU COUNTY,004 PAJULU,029 ALIVU,03 ADALAFU C.O.U,500,3,6,19,1,75,0,4,216,324,29,353
348,002 ARUA,007 AYIVU COUNTY,004 PAJULU,029 ALIVU,04 YIGATI TRADING CENTRE,803,4,1,12,0,93,0,5,211,326,125,451
349,002 ARUA,007 AYIVU COUNTY,004 PAJULU,030 POKEA,01 MENDOZA TRADING CENTRE (A-C),645,1,5,1,2,228,0,2,94,333,5,338
350,002 ARUA,007 AYIVU COUNTY,004 PAJULU,030 POKEA,02 ANGUAMANI TRADING CENTRE,390,5,6,2,0,88,2,3,122,228,35,263
351,002 ARUA,007 AYIVU COUNTY,004 PAJULU,030 POKEA,03 LULUWIRI TRADING CENTRE (A-C),450,2,6,1,1,137,0,0,104,251,19,270
